gene_id	ERR883767_1	ERR883768_1	ERR883769_1	ERR883770_1	ERR883771_1	ERR883772_1
LOC100650674	933	818	956	912	614	750
LOC100644202	31	19	30	54	26	26
LOC100650874	2791	1947	3167	4476	4990	2703
LOC105666256	13	29	33	40	16	34
LOC100644320	1675	1570	1227	809	516	750
LOC100650994	247	215	248	343	285	289
LOC100651116	693	588	800	737	567	632
LOC100651358	180	188	171	248	250	158
LOC100651476	2803	2615	2152	552	378	378
LOC100652069	357	360	322	216	113	227
LOC100652185	615	571	603	237	147	215
LOC100651829	3190	2681	3596	1724	1380	1645
LOC100651593	1194	1051	1552	2607	1826	2349
LOC100651711	316	309	376	473	339	262
LOC100651946	555	517	584	897	696	544
LOC100645362	237	262	299	257	196	191
LOC100644548	755	681	697	340	238	255
LOC100644671	6288	7658	8658	8081	6452	3635
LOC100644916	4195	4115	2898	446	405	247
LOC100645479	83	70	43	88	48	139
LOC105666295	227	202	138	0	0	0
LOC100644430	1151	1079	1136	791	519	433
LOC100645821	43	43	51	147	95	114
LOC100645702	1440	1168	1068	512	401	75
LOC100645584	1	0	1	3	3	0
LOC100645040	0	0	1	1	3	5
LOC100645234	2	1	1	15	1	12
LOC100650714	83	81	83	200	97	202
LOC100649248	622	571	728	546	388	409
LOC100648927	1394	1262	1359	660	511	574
LOC105666371	15	17	16	65	14	33
LOC100650591	25	21	28	31	20	30
LOC100648812	578	562	606	357	256	252
LOC100648700	385	372	493	463	291	407
LOC100648588	588	459	528	634	501	457
LOC100648469	325	306	253	105	70	88
LOC100648351	548	506	607	471	357	365
LOC100648235	9	5	3	4	14	4
LOC100648007	2	0	0	3	1	2
LOC100648122	59427	34435	42623	62770	65657	23895
LOC100647887	82	98	174	288	208	193
LOC100647173	780	754	720	436	292	374
LOC100647605	192	196	183	74	60	67
LOC100647407	9959	9054	5832	612	924	438
LOC110119841	1	0	2	4	0	0
LOC105666354	3	10	6	4	3	5
LOC100646974	1911	1804	1611	1613	976	1302
LOC100646855	623	638	600	420	304	332
LOC100646733	691	594	593	544	374	487
LOC100646251	1465	1358	1348	1057	747	836
LOC100646494	678	757	541	213	157	222
LOC100646371	283	210	265	87	77	88
LOC100646134	139	141	137	72	65	53
LOC100645041	3006	2698	2880	1814	1236	1261
LOC100650068	846	690	588	142	115	125
LOC100644917	512	582	694	585	316	258
LOC100644794	1065	963	780	374	302	361
LOC100644672	899	833	978	667	554	574
LOC105666392	0	0	0	0	0	0
LOC100644549	431	407	448	319	231	245
LOC100644431	408	381	407	294	192	242
LOC100644321	2258	2268	2193	2536	1814	2422
LOC100643965	610	549	606	425	321	339
LOC100644203	421	363	456	336	170	274
LOC100643724	1583	1399	1332	577	490	454
LOC100643842	2164	2273	2809	2615	2334	1655
LOC105666342	6922	6030	8650	5926	2699	5280
LOC100643601	132	94	84	197	158	229
LOC100643069	6402	5759	4157	1266	677	854
LOC110120282	292	192	88	1	1	3
LOC100643188	86	86	45	102	61	85
LOC100642950	1191	1022	975	247	131	232
LOC100642555	2497	2982	3592	3296	1596	2218
LOC105666337	0	0	0	0	1	1
LOC110119827	10	16	16	16	6	22
LOC100642395	86	158	44	45	55	78
LOC105666389	0	1	1	7	2	0
LOC100642277	992	899	642	384	297	410
LOC100652307	28	29	38	255	198	574
LOC100652186	429	379	422	450	309	398
LOC100651867	429	352	397	188	121	143
LOC100651746	120	144	162	112	58	113
LOC100651552	1598	1629	1870	2769	1850	2507
LOC105666325	2752	2498	4579	2206	1500	766
LOC110119847	7	12	9	10	4	13
LOC100649836	37	25	35	20	14	10
LOC100651433	513	465	488	217	169	219
LOC105666322	3004	2196	1797	676	483	494
LOC100651313	204	232	209	190	138	133
LOC100651189	28	18	37	68	15	79
LOC100651067	981	932	1145	1517	1004	719
LOC100649723	1806	1560	1815	1918	1168	1214
LOC100650950	4278	3909	3356	604	465	686
LOC100650835	483	439	253	189	182	243
LOC110119836	0	0	3	28	18	41
LOC105666382	1	1	0	0	0	0
LOC100649614	1709	1530	1170	114	95	83
LOC105666313	3	2	0	8	3	4
LOC100647286	390	393	423	320	288	340
LOC100649954	461	483	493	240	167	151
LOC100650189	145	114	144	88	69	61
LOC100649489	466	430	490	469	399	509
LOC100649368	1552	1425	1142	659	430	631
LOC100646016	1521	1448	2218	2468	2095	3396
LOC105666299	22	16	23	22	10	15
LOC100644088	443	389	381	396	318	369
LOC100642833	1424	1369	1341	1374	1031	1298
LOC110120074	63	57	88	22	10	17
LOC100651748	102	136	67	114	60	51
LOC100651869	2	10	10	9	6	3
LOC100644711	1619	1507	1673	946	667	542
LOC110120291	12	13	11	20	15	13
LOC100644837	1099	1092	1346	1967	1303	1573
LOC100645070	4251	3679	5236	4554	2031	3791
LOC100644954	2496	2422	2792	3165	2239	2040
LOC100645183	1311	1293	1242	997	713	760
LOC100645311	292	259	336	218	111	183
LOC100645434	486	507	555	644	448	585
LOC100645789	1701	1598	1872	1532	1114	1054
LOC100645668	1183	1183	1135	644	454	430
LOC110120250	18	20	21	14	10	6
LOC100645552	365	379	358	327	211	233
LOC100646096	1393	1234	1423	706	449	506
LOC105665624	533	495	412	226	114	109
LOC100645978	200	151	187	53	33	33
LOC100646284	1795	1827	1988	1600	1047	1150
LOC100646496	530	385	763	1187	764	635
LOC100646616	869	797	910	698	500	569
LOC100646734	345	315	392	535	332	415
LOC100645157	378	389	413	502	357	357
LOC100645279	670	625	738	572	471	369
LOC100645401	238	241	270	306	227	206
LOC100646857	139	120	175	285	168	329
LOC100645515	536	463	467	343	265	304
LOC100645620	903	813	1018	730	545	745
LOC100651984	216	218	134	90	41	48
LOC110119143	179	180	167	91	56	58
LOC100645742	376	386	361	324	216	234
LOC100645977	861	934	877	710	433	612
LOC100646252	2098	2146	1872	1698	974	1344
LOC110120212	8	5	12	26	7	26
LOC100646856	112	136	137	160	152	168
LOC100646975	10448	9391	11154	5584	3764	4723
LOC100652105	56	38	51	33	26	29
LOC100646372	731	652	1473	887	679	708
LOC110120209	13	11	11	33	32	41
LOC110119174	0	0	2	8	4	5
LOC100646495	1290	1199	1497	1606	1141	1382
LOC110120211	3	2	11	2	2	6
LOC105666447	5	5	11	25	8	17
LOC100647091	635	536	588	480	280	372
LOC100647211	556	524	626	539	374	487
LOC100647328	253	281	321	428	268	276
LOC100647450	280	265	247	206	103	180
LOC105666461	816	763	706	744	537	669
LOC100647567	226	214	288	246	133	149
LOC110119865	278	331	396	338	188	220
LOC100647762	401	364	465	607	507	572
LOC100647957	481	439	535	604	452	478
LOC100648084	241	258	270	253	166	239
LOC100648271	515	525	475	185	87	129
LOC100648701	186	180	153	130	86	74
LOC100648387	697	631	593	340	206	199
LOC100652221	17	27	27	29	28	44
LOC100648813	1299	1127	1306	853	608	656
LOC105666470	72	54	51	69	40	39
LOC100648928	4006	3509	4763	20188	16741	13822
LOC100648502	468	479	555	410	276	269
LOC100649129	540	485	777	209	92	66
LOC100649249	1114	1120	1111	561	369	340
LOC100649562	495	525	605	201	130	94
LOC100649438	1047	1214	1209	1051	802	894
LOC100642194	102	109	124	83	51	60
LOC110120285	18	10	20	10	3	0
LOC100649683	872	811	826	434	269	354
LOC100649798	1579	1502	1291	861	618	595
LOC100649915	969	939	964	1044	694	611
LOC100650027	766	766	776	578	335	386
LOC100650269	283	271	323	313	215	183
LOC100650143	386	386	519	958	583	909
LOC100650391	428	356	454	509	353	435
LOC100650514	61	56	65	403	267	180
LOC100650632	3295	3201	2248	124	97	110
LOC100650951	395	413	336	17	19	27
LOC100650836	740	502	892	1081	1031	1177
LOC100642438	157	129	107	36	80	45
LOC100642556	589	563	776	993	744	940
LOC100651068	4938	4489	6311	3891	1871	3692
LOC100651395	873	761	902	438	315	400
LOC100651274	1772	1628	1353	722	544	672
LOC100651513	487	409	422	436	354	237
LOC100651631	9	12	4	43	24	54
LOC110119868	0	0	0	0	0	0
LOC100651747	2400	2457	2702	1640	1851	960
LOC105666644	1	1	0	1	4	0
LOC100651868	106	106	124	69	206	28
LOC110119869	0	0	1	0	2	0
LOC105666645	0	1	0	1	4	1
LOC105666646	4	5	3	1	0	2
LOC100642797	7	6	8	19	26	7
LOC105666649	53	54	60	43	37	62
LOC100651983	1068	1211	1329	1195	656	892
LOC100642917	921	903	1032	1065	775	709
LOC100652104	3186	2996	3434	2084	1474	1539
LOC100652220	425	413	419	326	243	224
LOC100642316	567	617	749	522	501	284
LOC100642193	14	12	13	25	24	28
LOC100643031	101	85	38	6	7	5
LOC100642748	1151	888	1108	2247	2340	1744
LOC100642870	1543	1307	1330	635	446	401
LOC100642437	2841	2620	2286	1003	678	775
LOC105666529	417	396	704	783	1112	379
LOC100642628	153	153	215	290	235	226
LOC100642987	681	551	906	2189	1482	2370
LOC100643109	36	23	43	71	49	62
LOC100643354	7	5	10	5	8	3
LOC100643233	1	1	4	22	11	12
LOC110120286	0	0	0	0	0	0
LOC100643151	2068	1945	2453	7671	4724	10148
LOC100643476	9	4	7	228	62	504
LOC100643602	2003	1121	1958	13849	6041	22840
LOC100643725	553	520	597	440	244	371
LOC100643843	827	753	944	966	690	759
LOC100643966	726	694	586	935	584	757
LOC100643274	2	1	4	20	7	39
LOC110120135	6	9	22	24	19	9
LOC110120140	2	3	14	59	21	39
LOC100644161	4178	3749	4208	2769	1707	2835
LOC100643398	307	272	339	394	221	263
LOC105666543	246	221	262	705	454	497
LOC100644282	1311	1197	1249	590	401	535
LOC100644390	461	450	546	751	476	623
LOC100644511	790	818	797	582	335	440
LOC100644632	801	668	1098	1860	1155	1262
LOC100644875	654	652	780	1342	783	858
LOC100644995	233	209	532	568	461	304
LOC100644749	1382	869	1427	3549	2098	2001
LOC100643519	26	19	35	58	34	59
LOC100645182	1547	1435	2217	2727	2224	1864
LOC100645310	280	291	205	43	25	45
LOC100645433	574	779	814	167	82	182
LOC105666561	45	32	59	33	17	24
LOC100645743	406	354	446	462	323	442
LOC100645621	4159	3502	4664	21580	20701	12351
LOC100645936	67	82	82	285	221	262
LOC100646135	788	695	995	1069	771	921
LOC100646253	3673	3606	2481	1118	705	929
LOC100646373	10205	13658	17787	6567	5931	2363
LOC100643641	91	109	109	147	85	112
LOC110120228	22	20	20	33	29	35
LOC100646576	1054	1055	1457	1069	511	599
LOC100646816	1866	1660	1357	721	553	480
LOC100646696	766	692	526	425	439	415
LOC100646938	392	346	427	361	299	324
LOC100643754	292	301	335	311	178	278
LOC100647055	2227	2078	1706	513	332	483
LOC105666580	0	1	0	0	0	0
LOC110120239	5	13	11	1	1	0
LOC100647174	1019	829	1119	1039	874	857
LOC100647408	586	566	624	651	513	599
LOC100647287	1857	2542	3456	2203	1424	1628
LOC100647529	3186	2825	3137	2472	1892	1883
LOC100643877	122	111	148	169	91	109
LOC100647648	5827	5706	6638	8170	6602	6759
LOC105666601	325	260	227	216	158	204
LOC100648008	341	331	356	306	222	190
LOC100648388	1373	1351	1409	802	536	440
LOC100648272	368	329	357	373	200	398
LOC100648503	900	975	1370	1828	1269	1642
LOC100648619	2072	1825	2174	1174	825	776
LOC105666607	11	6	11	22	12	20
LOC100648966	1168	1059	1437	862	763	564
LOC100648735	766	693	643	518	385	479
LOC100648850	1066	1018	775	267	146	174
LOC100644118	9790	13154	21639	68464	29580	64181
LOC110119753	18	16	23	13	4	40
LOC105666612	3	2	5	2	1	3
LOC100649320	11757	9742	10150	5018	3521	3648
LOC100649080	1549	1428	1587	1301	877	1010
LOC100649201	1423	1322	1184	711	613	568
LOC100649439	588	681	931	1822	942	1183
LOC100649563	7391	6532	6161	2029	1497	1484
LOC100649684	1218	1129	1472	1153	918	873
LOC100649799	12040	10610	16705	10519	6371	6537
LOC100650069	2653	2436	2072	1385	759	1196
LOC100650190	437	442	471	430	285	379
LOC100644240	301	263	249	236	180	182
LOC100650312	3894	3723	3220	1445	1017	1055
LOC100650430	1120	1004	814	597	418	446
LOC110120107	1	1	4	7	5	7
LOC100650552	753	748	892	514	346	371
LOC100644357	269	258	259	72	51	46
LOC100650675	723	707	735	492	359	329
LOC100650801	489	464	490	473	312	331
LOC100650915	953	800	774	378	272	210
LOC100651030	674	619	834	791	356	335
LOC105666640	518	443	650	168	114	105
LOC100651151	134	128	133	150	109	138
LOC100651275	531	509	509	412	255	277
LOC100651396	103	123	199	1295	486	2550
LOC100644475	580	549	431	451	231	355
LOC100651632	421	436	522	345	269	264
LOC100651514	2174	2018	1818	1344	827	819
LOC100644593	1028	807	925	731	515	516
LOC105666658	0	0	0	161	93	283
LOC100651911	103	85	166	350	180	353
LOC100652030	55	58	58	33	17	34
LOC100643726	286	267	352	363	226	331
LOC100645158	270	233	230	168	105	151
LOC100648389	1611	1406	1630	1244	656	1055
LOC100649322	1633	1541	1498	1514	1027	1514
LOC100650952	391	353	320	218	125	436
LOC100642988	2109	1586	1388	360	205	384
LOC100644550	2043	1913	1703	668	485	523
LOC100645822	1084	1107	816	280	186	280
LOC100646977	193	157	208	324	204	238
LOC100648157	1117	1005	1206	864	607	595
LOC100649565	637	497	606	578	371	453
LOC100642237	2	2	1	1	0	0
LOC100652309	1465	1411	1313	1378	828	996
LOC100642359	13	5	12	25	14	63
LOC105666719	1165	983	1304	1901	1578	928
TRNAA-CGC	3	1	4	2	5	0
LOC100642480	9562	8140	12760	37060	24313	34341
LOC100642599	386	456	455	1087	618	1157
LOC100645516	826	789	955	2136	1429	1730
TRNAR-CCU	0	0	0	1	1	0
LOC100648548	22	21	22	16	13	12
LOC100647252	1586	1458	1588	890	678	598
LOC100646216	950	1066	1153	1089	923	1146
LOC100649800	1382	1205	1566	988	771	882
LOC105666742	13	6	15	8	9	15
LOC100652152	4023	3119	4441	5145	3572	3794
LOC100643071	136	119	113	15	12	19
LOC100643680	79	66	98	130	62	90
LOC100644594	1185	1012	955	726	509	631
LOC100642718	796	798	653	59	29	35
LOC100647889	497	508	707	738	604	617
LOC100648589	1322	1237	1220	644	843	386
LOC100648670	25	34	41	46	35	82
LOC100648780	270	272	461	3661	1554	3503
LOC100648894	36	54	63	175	151	164
LOC100649082	771	686	785	726	621	711
LOC100649442	3507	2811	3581	1826	1688	1786
LOC100649203	993	776	958	3493	3132	4244
LOC100642835	1	0	3	1	3	2
LOC100642952	1	4	5	96	55	824
LOC100649685	33	25	64	236	134	214
LOC100649801	6103	4775	6688	5848	5978	3175
LOC100650111	19389	25653	28808	4168	6981	946
LOC100647409	22	21	38	267	178	374
LOC100647175	683	693	977	2386	1399	2704
LOC100647288	3068	3185	4907	924	887	661
LOC110119180	479	422	559	400	279	315
LOC110120000	45	56	42	26	24	26
LOC100649989	1752	1418	1847	1775	1257	1435
LOC100647530	158	142	183	169	141	151
LOC100647719	7444	7595	8446	6532	3535	4540
LOC100647836	525	480	697	921	704	931
LOC100647958	313	217	384	212	266	144
LOC105667100	44	20	47	27	20	5
LOC100648085	1551	1518	1483	1189	691	1118
LOC100648504	2788	2705	2843	1689	1206	1074
LOC105666823	43	59	48	97	65	70
LOC100648620	3518	3276	3336	3250	1795	1700
LOC100648736	1474	1365	1737	1603	1146	1319
TRNAQ-CUG	0	0	0	0	0	0
LOC100648851	369	321	389	200	139	128
LOC100648967	855	797	694	309	175	246
LOC105666828	346	349	408	196	146	135
LOC100649081	207	217	240	231	132	196
LOC100649202	1927	1617	1407	439	500	158
LOC100649440	345	277	253	53	53	32
LOC100649564	857	773	783	652	375	411
LOC105666853	12	22	15	12	11	7
LOC100649759	3359	3060	3696	2266	1937	2084
LOC100649987	164	138	122	208	130	168
LOC105667099	3	3	3	0	0	3
LOC100650108	9532	9126	11763	27110	19024	23415
LOC100650392	3429	3986	3936	3399	2477	3505
LOC100650592	3986	3605	5301	2038	1517	864
LOC100650715	271	243	391	281	127	233
LOC100650837	1317	1179	1408	1280	705	907
LOC100651434	2300	1888	2449	2788	1309	2469
LOC100651553	1531	1355	1640	1350	980	1099
LOC100651190	763	691	636	567	425	435
LOC100651314	667	610	576	415	334	281
LOC100651069	1188	1189	1084	1035	719	825
LOC100651749	244	266	252	183	143	155
LOC100651870	114	125	154	250	231	223
LOC100651985	2	1	0	7	4	7
LOC100643190	1924	1683	2333	15235	11149	10265
LOC100643313	801	774	881	633	401	517
LOC100643436	8411	7498	8317	4386	3512	3686
LOC100652308	561	479	488	485	356	314
LOC100642278	740	768	832	779	527	575
LOC100642396	624	605	632	388	210	203
LOC100642512	72	76	98	44	25	25
LOC100642629	1941	1789	1666	1510	1112	1382
LOC110119741	1	0	4	2	4	3
LOC100642749	271	240	292	195	126	111
LOC100643558	9	7	28	16	11	19
LOC100642871	316	198	213	1256	1039	523
LOC100643234	1759	1447	1794	1055	771	937
LOC105666930	643	574	626	650	427	612
LOC100643110	87	107	90	60	52	39
LOC100643477	40	49	46	81	45	65
LOC100643355	2616	2800	3400	3060	2155	2336
LOC100643844	198	152	237	298	228	248
LOC110119928	0	1	2	13	4	6
LOC100644432	107	93	85	80	56	123
LOC100644162	3225	2878	3357	3158	3150	3300
LOC100643967	423	376	381	801	597	655
LOC100643603	4368	3965	2275	1124	1455	1131
LOC110119929	5	4	3	1	0	0
LOC100644876	1	9	5	20	6	19
LOC100644996	68	60	77	103	94	135
LOC100645114	1086	1006	742	513	277	372
LOC100645235	1040	951	802	380	272	242
LOC100645363	765	706	595	216	165	180
LOC100645480	94	83	58	229	153	178
LOC100645585	65	75	27	120	88	83
LOC100644003	706	659	884	264	137	414
LOC100645703	328	252	352	577	347	350
LOC105666945	5	3	2	4	5	3
LOC100645937	1081	999	615	7	2	8
LOC100646374	1211	1056	1117	2286	1778	2936
LOC100646170	428	417	387	219	118	156
LOC100646053	1096	1053	777	7	2	7
LOC100646735	520	468	411	276	151	189
LOC105666963	16	10	8	15	6	9
LOC100646497	13	7	12	32	33	18
LOC100646617	39836	22047	22909	88149	43784	52688
LOC100644119	30	9	36	129	15	100
LOC100646858	42	41	39	66	10	41
LOC100644242	2	9	6	42	25	21
LOC110120290	1	0	1	0	0	1
LOC100647092	28	63	36	27	24	35
LOC100647212	1797	1835	1588	1038	612	1243
LOC105667102	4	5	3	17	9	8
LOC100644358	10	18	22	19	14	4
LOC100647329	11721	10886	13651	4964	3396	2859
LOC100647568	1208	1064	1138	879	753	722
LOC100647451	866	804	868	341	246	205
LOC100647688	586	507	619	375	258	324
LOC100647803	966	1015	967	173	263	85
LOC100647925	35	45	66	139	67	128
LOC100648426	2377	1986	2794	3944	4341	2749
LOC110119976	281	247	323	714	360	527
LOC110119981	1244	1283	1595	2991	2460	2239
LOC100648668	437	409	483	364	229	315
LOC100648547	62	72	88	608	513	728
LOC100644476	14	28	29	58	35	68
LOC100644712	62	56	55	29	11	28
LOC105667022	310	295	270	169	102	87
LOC110119978	0	0	0	0	0	2
LOC110119982	2	0	0	27	14	13
LOC100648046	5361	5410	6721	9673	6578	8104
LOC110119984	15	13	20	21	12	26
LOC100649441	53	45	57	115	49	28
LOC100649760	3860	3295	3141	2470	2866	1590
LOC100649871	908	725	951	869	1481	812
LOC100649988	2177	2117	2164	8158	5367	3216
LOC110120263	0	0	0	0	3	0
LOC100649250	126	156	161	794	473	871
LOC100650109	1468	1205	1123	854	665	756
LOC100650234	1	7	11	20	8	13
LOC100644838	4	5	3	7	8	12
LOC105667087	1119	1027	1036	822	559	467
LOC100650431	2494	2268	2431	2502	2540	2159
LOC100650553	2226	2448	3050	3452	2946	3314
LOC105667088	1291	1136	990	3650	1037	3546
LOC100644955	17	22	29	47	30	55
LOC100651117	223	183	220	170	135	107
LOC100651477	1930	1725	1436	617	527	487
LOC100651359	758	697	635	567	353	567
LOC100651238	1148	1002	838	241	165	210
LOC100651594	3079	2856	2269	1077	692	922
LOC110119896	9	4	9	10	2	9
LOC100651830	2581	2306	2460	2476	1970	2926
LOC100651712	468	444	483	334	311	256
LOC110120289	4	4	0	1	0	4
LOC100642279	20	22	23	26	18	31
LOC100651947	1596	1636	1930	2920	2089	2717
LOC100642397	1347	1495	1808	2280	1319	905
LOC100642598	246	222	222	194	148	126
LOC100642717	1	0	0	0	0	0
TRNAP-UGG	0	0	0	0	0	0
LOC100642834	156	171	253	37	30	31
LOC100645071	1274	1264	1427	994	625	592
LOC100642951	1	2	3	7	6	9
LOC100643070	3216	4907	6264	6451	3757	4592
LOC100643189	2	0	0	168	66	283
LOC100643312	968	928	1032	1854	1331	1722
LOC100643520	7	5	3	16	11	20
LOC100643642	21	18	13	28	18	18
LOC100645184	451	991	944	554	493	484
LOC100631058	782	1052	1304	1309	1232	2234
LOC105667104	6066	7020	8589	7264	7331	7396
LOC100643968	1108	652	2168	1712	1817	788
LOC100645312	5	4	4	10	9	6
LOC100645435	0	0	0	0	0	2
LOC100645745	0	0	1	3	0	4
LOC100645863	0	0	0	0	0	0
LOC100644322	0	0	0	0	1	0
LOC100644433	0	0	0	0	0	0
LOC110120253	0	0	0	0	0	0
LOC100646098	0	0	1	0	0	1
LOC100646333	0	0	0	1	0	0
LOC110119899	1	1	0	0	0	0
LOC100646457	0	1	0	2	3	0
LOC100644795	0	0	0	3	2	3
LOC100646578	1	0	0	0	0	11
LOC100644918	0	0	1	0	1	1
LOC100645042	0	1	1	1	0	3
LOC100646698	0	0	0	0	0	0
LOC100645280	0	0	0	0	0	0
LOC100645402	1	1	1	0	1	0
LOC100646818	1	1	0	1	0	0
LOC100646940	1	1	0	0	0	0
LOC110120240	1	0	2	0	1	0
LOC100647057	1	0	3	0	1	1
LOC100647176	2	2	4	1	3	3
LOC100647289	0	0	3	0	3	0
LOC100645744	6	3	9	0	2	0
LOC100645862	14	11	14	0	2	0
LOC100645979	2	1	3	6	2	5
LOC100646332	0	0	0	0	1	0
LOC100647410	0	1	0	0	2	0
LOC100646456	0	0	0	5	0	1
LOC100646577	0	0	0	0	0	0
LOC100646817	0	0	0	0	0	1
LOC100646697	0	0	1	2	0	1
LOC100647531	0	0	0	0	0	1
LOC100647649	2	0	3	0	1	1
LOC105667091	0	0	1	0	0	0
LOC105667105	0	0	0	0	0	0
LOC105667106	0	0	0	1	0	0
LOC105667107	0	0	0	0	0	0
LOC105667108	0	0	0	0	0	0
LOC105667109	1	0	0	1	2	2
LOC105667092	1	0	0	1	1	0
LOC100647764	650	658	770	905	646	855
LOC100646939	697	642	531	206	185	142
LOC100647056	665	648	609	304	242	249
LOC100647491	605	562	575	440	291	383
LOC100647370	1779	1866	2044	3062	1888	2383
LOC100647720	443	418	414	377	277	248
LOC100647606	673	731	576	321	215	255
LOC100647926	481	532	458	572	584	250
LOC100648047	623	607	660	196	116	189
LOC100648273	1657	1536	1877	2229	1509	2140
LOC100648158	777	678	671	804	535	720
LOC105667093	70	68	55	147	64	36
LOC100648669	1598	1267	2053	5778	4952	3552
LOC100648929	960	1048	1193	1192	713	902
LOC105667094	13	5	7	16	10	12
LOC100649047	5190	4950	5333	4459	3182	3721
LOC105667095	1159	1201	1615	3731	2406	3306
LOC100649369	162	222	144	96	112	66
LOC100649251	155	176	175	1012	660	911
LOC100649490	124	143	174	168	123	150
LOC110119871	3	13	15	16	3	10
LOC105667096	5559	5067	6884	3474	2677	3369
LOC100649615	293	268	291	176	99	161
LOC100649916	2298	2315	2305	3132	2285	3385
LOC100650235	611	545	620	453	284	293
LOC105665621	396	380	336	174	107	129
LOC100650110	342	321	361	362	276	279
LOC100648009	1531	1435	1677	1096	703	773
LOC100650355	2420	2388	2010	1289	861	899
LOC100650474	417	427	273	17	9	13
LOC100648123	903	754	928	803	583	745
LOC100650716	278	300	221	194	150	176
LOC100650593	388	402	375	377	264	288
LOC100650916	2826	2508	1668	40	20	30
LOC100651118	1744	1766	2122	3645	2481	4016
LOC105667097	3476	3286	4708	8117	6946	5351
LOC100651239	392	384	384	572	348	289
